,market_segment,distribution_channel,is_repeated_guest,agent,company,customer_type,adr,Marketing_id
11958,Online TA,TA/TO,0,240.0,,Transient,213.33,4229
11961,Online TA,TA/TO,0,240.0,,Transient,215.0,4230
11963,Online TA,TA/TO,0,241.0,,Transient,68.08,4231
11965,Online TA,TA/TO,0,240.0,,Transient,193.67,4232
11969,Offline TA/TO,TA/TO,0,40.0,,Contract,102.85,4233
11971,Direct,Direct,0,250.0,,Transient,151.0,4234
11975,Online TA,TA/TO,0,241.0,,Transient,115.5,4235
11979,Online TA,TA/TO,0,242.0,,Transient,93.6,4236
11980,Offline TA/TO,TA/TO,0,,251.0,Transient,126.0,4237
11985,Online TA,TA/TO,0,,,Transient,140.0,4238
11989,Direct,Direct,0,250.0,,Transient,113.52,4239
11991,Corporate,Corporate,0,,428.0,Transient,75.0,4240
11992,Groups,TA/TO,0,298.0,,Transient,94.0,4241
11993,Groups,TA/TO,0,298.0,,Transient,66.0,4242
11996,Groups,TA/TO,0,298.0,,Transient,74.0,4243
12003,Groups,TA/TO,0,298.0,,Transient,60.0,4244
12015,Direct,Direct,0,,,Transient,127.5,4245
12016,Offline TA/TO,TA/TO,0,243.0,,Transient,78.4,4246
12026,Direct,Direct,0,250.0,,Transient,223.0,4247
12028,Online TA,TA/TO,0,241.0,,Transient,184.16,4248
12030,Online TA,TA/TO,0,240.0,,Transient,137.5,4249
12032,Online TA,TA/TO,0,241.0,,Transient,136.0,4250
12033,Offline TA/TO,TA/TO,0,40.0,,Contract,56.7,4251
12035,Direct,Direct,0,250.0,,Transient,171.39,4252
12037,Online TA,Direct,0,,,Transient,108.0,4253
12049,Online TA,TA/TO,0,240.0,,Transient,177.71,4254
12053,Online TA,TA/TO,0,240.0,,Transient-Party,107.1,4255
12057,Offline TA/TO,TA/TO,0,8.0,,Group,66.0,4256
12059,Corporate,Corporate,0,,292.0,Transient,120.0,4257
12061,Offline TA/TO,TA/TO,0,410.0,,Transient,56.7,4258
12063,Corporate,Corporate,0,,292.0,Transient,106.67,4259
12073,Online TA,TA/TO,0,5.0,,Transient-Party,126.4,4260
12074,Online TA,TA/TO,0,314.0,,Transient,88.0,4261
12075,Online TA,TA/TO,0,241.0,,Transient,117.04,4262
12077,Offline TA/TO,TA/TO,0,181.0,,Transient,157.5,4263
12078,Offline TA/TO,TA/TO,0,146.0,,Transient,107.95,4264
12080,Corporate,Corporate,0,,388.0,Transient,75.0,4265
12083,Direct,Direct,0,250.0,,Transient,260.0,4266
12085,Offline TA/TO,TA/TO,0,11.0,,Transient,83.7,4267
12086,Offline TA/TO,TA/TO,0,11.0,,Transient,80.19,4268
12087,Online TA,TA/TO,0,240.0,,Transient,183.43,4269
12088,Offline TA/TO,TA/TO,0,6.0,,Transient,115.2,4270
12091,Offline TA/TO,TA/TO,0,40.0,,Transient,137.7,4271
12093,Offline TA/TO,TA/TO,0,315.0,,Contract,93.6,4272
12106,Offline TA/TO,TA/TO,0,134.0,,Transient,162.0,4273
12107,Online TA,TA/TO,0,241.0,,Transient,167.2,4274
12119,Online TA,TA/TO,0,241.0,,Transient,133.13,4275
12122,Offline TA/TO,TA/TO,0,275.0,,Transient,94.0,4276
12125,Offline TA/TO,TA/TO,0,40.0,,Contract,86.7,4277
12126,Offline TA/TO,TA/TO,0,2.0,,Transient,8.0,4278
12127,Offline TA/TO,TA/TO,0,40.0,,Contract,49.95,4279
12128,Offline TA/TO,TA/TO,0,420.0,,Transient-Party,95.0,4280
12129,Offline TA/TO,TA/TO,0,177.0,,Transient,84.6,4281
12148,Offline TA/TO,TA/TO,0,315.0,,Contract,81.9,4282
12149,Offline TA/TO,TA/TO,0,243.0,,Transient,68.4,4283
12156,Corporate,Corporate,0,,130.0,Transient,75.0,4284
12157,Online TA,TA/TO,0,240.0,,Transient,238.0,4285
12162,Offline TA/TO,TA/TO,0,8.0,,Transient,70.2,4286
12175,Direct,Direct,0,250.0,,Transient,72.09,4287
12184,Direct,Direct,0,250.0,,Transient,135.5,4288
12187,Online TA,TA/TO,0,348.0,,Transient,158.0,4289
12189,Online TA,TA/TO,0,314.0,,Transient,100.8,4290
12194,Direct,Direct,0,250.0,,Transient,311.0,4291
12195,Online TA,TA/TO,0,314.0,,Transient,104.66,4292
12197,Online TA,TA/TO,0,240.0,,Transient-Party,143.0,4293
12202,Offline TA/TO,TA/TO,0,143.0,,Transient,56.7,4294
12203,Offline TA/TO,TA/TO,0,40.0,,Transient,86.7,4295
12205,Online TA,TA/TO,0,241.0,,Transient,102.6,4296
12211,Offline TA/TO,TA/TO,0,410.0,,Transient,49.95,4297
12218,Online TA,TA/TO,0,240.0,,Transient,203.67,4298
12220,Offline TA/TO,TA/TO,0,483.0,,Transient,63.0,4299
12226,Offline TA/TO,TA/TO,0,243.0,,Contract,96.4,4300
12237,Offline TA/TO,TA/TO,0,5.0,250.0,Transient,117.5,4301
12241,Offline TA/TO,TA/TO,0,40.0,,Contract,122.4,4302
12242,Offline TA/TO,TA/TO,0,11.0,,Transient,70.2,4303
12243,Online TA,TA/TO,0,240.0,,Transient,153.71,4304
12244,Offline TA/TO,TA/TO,0,315.0,,Contract,108.9,4305
12255,Online TA,TA/TO,0,240.0,,Transient,103.05,4306
12258,Online TA,TA/TO,0,314.0,,Transient,59.4,4307
12259,Online TA,TA/TO,0,314.0,,Transient,71.6,4308
12260,Online TA,TA/TO,0,241.0,,Transient,77.61,4309
12262,Online TA,TA/TO,0,240.0,,Transient,135.9,4310
12274,Online TA,TA/TO,0,240.0,,Transient,178.46,4311
12276,Online TA,TA/TO,0,241.0,,Transient,106.4,4312
12281,Corporate,Corporate,0,531.0,,Transient,93.0,4313
12282,Online TA,TA/TO,0,241.0,,Transient,123.97,4314
12283,Online TA,TA/TO,0,241.0,,Transient,150.92,4315
12287,Online TA,TA/TO,0,240.0,,Transient,127.8,4316
12294,Offline TA/TO,TA/TO,0,315.0,,Contract,102.38,4317
12302,Online TA,TA/TO,0,240.0,,Transient,172.8,4318
12305,Online TA,TA/TO,0,240.0,,Transient,82.76,4319
12308,Online TA,TA/TO,0,15.0,,Transient,153.6,4320
12313,Direct,Direct,0,250.0,,Transient,116.1,4321
12316,Online TA,TA/TO,0,241.0,,Transient,68.47,4322
12317,Online TA,TA/TO,0,241.0,,Transient,98.09,4323
12318,Direct,Direct,0,250.0,,Transient,162.12,4324
12328,Online TA,TA/TO,0,241.0,,Transient,131.67,4325
12329,Online TA,TA/TO,0,242.0,,Transient,81.76,4326
12330,Online TA,TA/TO,0,240.0,,Transient,81.76,4327
12331,Offline TA/TO,TA/TO,0,40.0,,Contract,105.66,4328
12332,Online TA,TA/TO,0,240.0,,Transient,84.42,4329
12333,Online TA,TA/TO,0,240.0,,Transient,84.93,4330
12336,Direct,Direct,0,,,Transient,91.2,4331
12337,Direct,Direct,0,,,Transient,135.0,4332
12343,Online TA,TA/TO,0,242.0,,Transient,216.0,4333
12348,Direct,Direct,0,,,Transient-Party,200.0,4334
12349,Direct,Direct,0,250.0,,Transient,170.7,4335
12350,Online TA,TA/TO,0,240.0,,Transient,151.14,4336
12353,Online TA,TA/TO,0,240.0,,Transient,265.0,4337
12357,Online TA,TA/TO,0,240.0,,Transient,105.78,4338
12361,Offline TA/TO,TA/TO,0,177.0,,Transient,59.4,4339
12362,Direct,Direct,0,,,Transient-Party,167.0,4340
12369,Offline TA/TO,TA/TO,0,143.0,,Transient,84.7,4341
12379,Direct,Direct,0,250.0,,Transient,114.3,4342
12381,Online TA,TA/TO,0,240.0,,Transient,206.0,4343
12383,Direct,Direct,0,250.0,,Transient,132.6,4344
12384,Offline TA/TO,TA/TO,0,40.0,,Contract,84.7,4345
12386,Direct,Direct,0,250.0,,Transient,89.08,4346
12387,Online TA,TA/TO,0,314.0,,Transient,118.4,4347
12389,Online TA,TA/TO,0,240.0,,Transient,113.01,4348
12390,Online TA,TA/TO,0,241.0,,Transient,71.29,4349
12391,Online TA,TA/TO,0,241.0,,Transient,100.91,4350
12392,Offline TA/TO,TA/TO,0,531.0,,Transient,162.57,4351
12393,Direct,Direct,0,250.0,,Transient,187.53,4352
12394,Online TA,TA/TO,0,240.0,,Transient,97.46,4353
12396,Online TA,TA/TO,0,240.0,,Transient,105.13,4354
12402,Direct,Direct,0,250.0,,Transient,104.1,4355
12403,Direct,Direct,0,,,Transient,121.0,4356
12405,Offline TA/TO,TA/TO,0,251.0,,Transient,80.0,4357
12407,Online TA,TA/TO,0,147.0,,Transient,91.67,4358
12408,Online TA,TA/TO,0,240.0,,Transient,155.43,4359
12410,Online TA,TA/TO,0,240.0,,Transient,160.43,4360
12412,Online TA,TA/TO,0,242.0,,Transient,160.0,4361
12413,Direct,Direct,0,,,Transient,93.0,4362
12414,Online TA,TA/TO,0,240.0,,Transient-Party,112.22,4363
12415,Online TA,TA/TO,0,314.0,,Transient,111.6,4364
12416,Online TA,TA/TO,0,175.0,,Transient,102.24,4365
12420,Online TA,TA/TO,0,241.0,,Transient,196.0,4366
12421,Online TA,TA/TO,0,175.0,,Transient,106.56,4367
12422,Online TA,TA/TO,0,241.0,,Transient,160.17,4368
12426,Online TA,TA/TO,0,241.0,,Transient,76.24,4369
12431,Online TA,TA/TO,0,175.0,,Transient,97.71,4370
12432,Direct,Direct,0,,,Transient,130.25,4371
12434,Online TA,TA/TO,0,240.0,,Transient,115.74,4372
12436,Offline TA/TO,TA/TO,0,,,Transient-Party,101.25,4373
12437,Online TA,TA/TO,0,5.0,,Transient,124.0,4374
12438,Offline TA/TO,TA/TO,0,251.0,,Transient,136.0,4375
12446,Offline TA/TO,TA/TO,0,,,Transient-Party,131.25,4376
12451,Online TA,TA/TO,0,240.0,,Transient,118.62,4377
12456,Offline TA/TO,TA/TO,0,40.0,,Contract,110.74,4378
12459,Offline TA/TO,TA/TO,0,181.0,,Transient-Party,138.4,4379
12460,Offline TA/TO,TA/TO,0,181.0,,Transient-Party,120.0,4380
12461,Online TA,TA/TO,0,240.0,,Transient,93.38,4381
12471,Direct,Direct,0,250.0,,Transient,162.5,4382
12472,Offline TA/TO,TA/TO,0,8.0,,Transient,138.64,4383
12475,Online TA,TA/TO,0,314.0,,Transient,127.8,4384
12477,Direct,Direct,0,250.0,,Transient,188.5,4385
12480,Online TA,TA/TO,0,175.0,,Transient,141.12,4386
12481,Online TA,TA/TO,0,241.0,,Transient,158.5,4387
12482,Online TA,TA/TO,0,241.0,,Transient,178.31,4388
12484,Online TA,TA/TO,0,196.0,,Transient,146.93,4389
12485,Direct,Direct,0,250.0,,Transient,217.5,4390
12488,Online TA,TA/TO,0,242.0,,Transient,126.0,4391
12489,Online TA,TA/TO,0,240.0,,Transient,108.1,4392
12491,Corporate,Corporate,0,531.0,,Transient,92.0,4393
12492,Online TA,TA/TO,0,240.0,,Transient,136.82,4394
12493,Online TA,TA/TO,0,240.0,,Transient,130.36,4395
12494,Online TA,TA/TO,0,240.0,,Transient,138.25,4396
12495,Offline TA/TO,TA/TO,0,40.0,,Contract,112.2,4397
12496,Online TA,TA/TO,0,240.0,,Transient,204.29,4398
12500,Online TA,TA/TO,0,242.0,,Transient,165.0,4399
12501,Offline TA/TO,TA/TO,0,410.0,,Transient,78.0,4400
12502,Offline TA/TO,TA/TO,0,410.0,,Transient,70.2,4401
12508,Online TA,TA/TO,0,240.0,,Transient,122.53,4402
12509,Online TA,TA/TO,0,240.0,,Transient,182.86,4403
12510,Online TA,TA/TO,0,241.0,,Transient,151.33,4404
12511,Online TA,TA/TO,0,240.0,,Transient,176.86,4405
12512,Online TA,TA/TO,0,240.0,,Transient,300.86,4406
12514,Online TA,TA/TO,0,240.0,,Transient,203.11,4407
12515,Online TA,TA/TO,0,240.0,,Transient,150.22,4408
12516,Online TA,TA/TO,0,240.0,,Transient,162.68,4409
12517,Direct,Direct,0,250.0,,Transient,111.0,4410
12519,Corporate,Corporate,0,531.0,,Transient,120.0,4411
12521,Online TA,TA/TO,0,240.0,,Transient,292.0,4412
12525,Online TA,TA/TO,0,240.0,,Transient,155.83,4413
12527,Online TA,TA/TO,0,240.0,,Transient,206.57,4414
12528,Online TA,TA/TO,0,196.0,,Transient,158.57,4415
12530,Online TA,TA/TO,0,314.0,,Transient,106.2,4416
12531,Online TA,TA/TO,0,241.0,,Transient,178.13,4417
12532,Online TA,TA/TO,0,240.0,,Transient,138.09,4418
12533,Offline TA/TO,TA/TO,0,40.0,,Contract,112.8,4419
12535,Online TA,TA/TO,0,240.0,,Transient,238.71,4420
12536,Offline TA/TO,TA/TO,0,315.0,,Contract,95.4,4421
12538,Direct,Direct,0,250.0,,Transient-Party,137.57,4422
12539,Online TA,TA/TO,0,240.0,,Transient,185.71,4423
12540,Online TA,TA/TO,0,240.0,,Transient,243.71,4424
12542,Online TA,TA/TO,0,241.0,,Transient,166.92,4425
12543,Online TA,TA/TO,0,240.0,,Transient,180.67,4426
12546,Online TA,TA/TO,0,240.0,,Transient,208.73,4427
12547,Online TA,TA/TO,0,240.0,,Transient,259.86,4428
12549,Online TA,TA/TO,0,240.0,,Transient,204.7,4429
12550,Complementary,TA/TO,0,8.0,,Transient,0.0,4430
12553,Online TA,TA/TO,0,240.0,,Transient,163.43,4431
12554,Direct,Direct,0,250.0,,Transient,211.03,4432
12555,Online TA,TA/TO,0,240.0,,Transient,171.14,4433
12556,Online TA,TA/TO,0,240.0,,Transient,223.57,4434
12558,Online TA,TA/TO,0,240.0,,Transient,99.81,4435
12559,Online TA,TA/TO,0,240.0,,Transient,219.14,4436
12560,Online TA,TA/TO,0,240.0,,Transient,199.86,4437
12563,Online TA,TA/TO,0,241.0,,Transient,105.47,4438
12564,Online TA,TA/TO,0,240.0,,Transient,105.47,4439
12565,Corporate,Corporate,0,531.0,,Transient,113.0,4440
12568,Online TA,TA/TO,0,240.0,,Transient,192.57,4441
12569,Corporate,Corporate,0,,355.0,Transient,135.0,4442
12570,Corporate,Corporate,0,,254.0,Transient,135.0,4443
12574,Online TA,TA/TO,0,241.0,,Transient,128.0,4444
12576,Online TA,TA/TO,0,314.0,,Transient,145.14,4445
12577,Direct,Direct,0,250.0,,Transient-Party,123.38,4446
12578,Online TA,TA/TO,0,240.0,,Transient,193.5,4447
12580,Direct,Direct,0,250.0,,Transient,179.71,4448
12581,Online TA,TA/TO,0,240.0,,Transient,148.5,4449
12582,Online TA,TA/TO,0,240.0,,Transient,165.6,4450
12585,Online TA,TA/TO,0,240.0,,Transient,142.67,4451
12586,Online TA,TA/TO,0,242.0,,Transient,156.67,4452
12588,Direct,Direct,0,250.0,,Transient,247.0,4453
12589,Online TA,TA/TO,0,240.0,,Transient,187.5,4454
12594,Direct,Direct,0,250.0,,Transient,169.89,4455
12595,Online TA,TA/TO,0,240.0,,Transient,125.52,4456
12596,Offline TA/TO,TA/TO,0,243.0,,Contract,108.0,4457
12597,Online TA,TA/TO,0,240.0,,Transient,188.42,4458
12598,Online TA,TA/TO,0,240.0,,Transient,133.2,4459
12599,Online TA,TA/TO,0,240.0,,Transient,159.33,4460
12601,Direct,Direct,0,250.0,,Transient,173.75,4461
12607,Online TA,TA/TO,0,240.0,,Transient,132.86,4462
12610,Online TA,TA/TO,0,242.0,,Transient,119.08,4463
12614,Direct,Direct,0,250.0,,Transient,265.0,4464
12617,Online TA,TA/TO,0,240.0,,Transient,274.67,4465
12619,Direct,Direct,0,250.0,,Transient,127.24,4466
12621,Direct,Direct,0,250.0,,Transient,152.71,4467
12623,Online TA,TA/TO,0,240.0,,Transient,197.5,4468
12624,Offline TA/TO,TA/TO,0,175.0,,Transient,204.0,4469
12626,Offline TA/TO,TA/TO,0,143.0,,Transient,129.7,4470
12627,Online TA,TA/TO,0,240.0,,Transient,176.18,4471
12628,Direct,Direct,0,,,Transient,210.0,4472
12631,Online TA,TA/TO,0,242.0,,Transient,270.0,4473
12633,Direct,Direct,0,250.0,,Transient,303.0,4474
12635,Direct,Direct,0,250.0,,Transient,178.75,4475
12637,Online TA,TA/TO,0,240.0,,Transient,164.29,4476
12640,Online TA,TA/TO,0,240.0,,Transient,242.75,4477
12641,Online TA,TA/TO,0,240.0,,Transient,146.98,4478
12643,Direct,Direct,0,,,Transient-Party,145.0,4479
12650,Online TA,TA/TO,0,240.0,,Transient,293.0,4480
12651,Direct,Direct,0,,,Transient,148.5,4481
12655,Online TA,TA/TO,0,240.0,,Transient,138.38,4482
12657,Online TA,TA/TO,0,240.0,,Transient,183.83,4483
12659,Online TA,TA/TO,0,175.0,,Transient,169.6,4484
12660,Online TA,TA/TO,0,240.0,,Transient,137.14,4485
12661,Offline TA/TO,TA/TO,0,315.0,,Contract,130.05,4486
12662,Online TA,TA/TO,0,5.0,,Transient,186.84,4487
12664,Corporate,Corporate,0,,543.0,Transient,119.7,4488
12666,Corporate,Corporate,0,,269.0,Transient,135.0,4489
12674,Offline TA/TO,TA/TO,0,410.0,,Transient,116.5,4490
12680,Corporate,Corporate,0,531.0,,Transient,146.0,4491
12681,Online TA,TA/TO,0,240.0,,Transient,230.86,4492
12682,Corporate,Corporate,0,531.0,,Transient,163.0,4493
12685,Online TA,TA/TO,0,240.0,,Transient,270.0,4494
12686,Direct,Direct,0,250.0,,Transient-Party,73.95,4495
12688,Online TA,TA/TO,0,241.0,,Transient,160.0,4496
12689,Online TA,TA/TO,0,241.0,,Transient,184.0,4497
12691,Direct,Direct,0,,,Transient,192.38,4498
12697,Online TA,TA/TO,0,240.0,,Transient,207.5,4499
12698,Online TA,TA/TO,0,240.0,,Transient,168.75,4500
12699,Online TA,TA/TO,0,240.0,,Transient,196.25,4501
12701,Online TA,TA/TO,0,240.0,,Transient,198.75,4502
12705,Corporate,Corporate,0,,20.0,Transient,135.0,4503
12709,Offline TA/TO,TA/TO,0,40.0,,Contract,104.85,4504
12712,Online TA,TA/TO,0,314.0,,Transient,230.3,4505
12716,Online TA,TA/TO,0,314.0,,Transient,113.14,4506
12720,Direct,Direct,0,250.0,,Transient,198.33,4507
12723,Online TA,TA/TO,0,240.0,,Transient,293.33,4508
12724,Online TA,TA/TO,0,240.0,,Transient,253.25,4509
12725,Online TA,TA/TO,0,240.0,,Transient,311.0,4510
12727,Online TA,TA/TO,0,15.0,,Transient,163.53,4511
12728,Online TA,TA/TO,0,240.0,,Transient,217.71,4512
12731,Offline TA/TO,TA/TO,0,171.0,,Transient,151.0,4513
12733,Online TA,TA/TO,0,242.0,,Transient,233.1,4514
12734,Online TA,TA/TO,0,240.0,,Transient,289.6,4515
12737,Online TA,TA/TO,0,241.0,,Transient,147.0,4516
12739,Direct,Direct,0,250.0,,Transient,214.0,4517
12740,Online TA,TA/TO,0,242.0,,Transient,205.33,4518
12741,Online TA,TA/TO,0,242.0,,Transient,168.0,4519
12743,Direct,Direct,0,250.0,,Transient,252.0,4520
12759,Online TA,TA/TO,0,241.0,,Transient,234.67,4521
12760,Online TA,TA/TO,0,240.0,,Transient,184.44,4522
12761,Online TA,TA/TO,0,240.0,,Transient,194.4,4523
12763,Online TA,TA/TO,0,240.0,,Transient,190.18,4524
12764,Complementary,TA/TO,0,75.0,,Transient,0.0,4525
12765,Online TA,TA/TO,0,241.0,,Transient,172.0,4526
12767,Offline TA/TO,TA/TO,0,410.0,,Transient,104.85,4527
12770,Online TA,TA/TO,0,314.0,,Transient,169.2,4528
12771,Offline TA/TO,TA/TO,0,196.0,,Transient,188.65,4529
12772,Online TA,TA/TO,0,240.0,,Transient,152.1,4530
12774,Direct,Direct,0,250.0,,Transient,181.54,4531
12775,Direct,Direct,0,250.0,,Transient,212.54,4532
12776,Online TA,TA/TO,0,240.0,,Transient,171.71,4533
12778,Direct,Direct,0,250.0,,Transient,154.54,4534
12779,Online TA,TA/TO,0,196.0,,Transient,154.29,4535
12780,Online TA,TA/TO,0,240.0,,Transient,203.71,4536
12781,Online TA,TA/TO,0,241.0,,Transient,156.0,4537
12783,Online TA,TA/TO,0,314.0,,Transient,115.2,4538
12784,Online TA,TA/TO,0,242.0,,Transient,216.93,4539
12785,Online TA,TA/TO,0,240.0,,Transient,338.0,4540
12787,Online TA,TA/TO,0,242.0,,Transient,229.0,4541
12788,Online TA,TA/TO,0,240.0,,Transient,302.0,4542
12789,Direct,Direct,0,,,Transient,174.25,4543
12790,Online TA,TA/TO,0,242.0,,Transient,243.16,4544
12792,Online TA,TA/TO,0,240.0,,Transient,151.5,4545
12793,Online TA,TA/TO,0,241.0,,Transient,201.4,4546
12795,Online TA,TA/TO,0,240.0,,Transient,181.88,4547
12796,Online TA,TA/TO,0,240.0,,Transient,167.18,4548
12799,Online TA,TA/TO,0,240.0,,Transient,342.29,4549
12800,Direct,Direct,0,250.0,,Transient,274.45,4550
12801,Online TA,TA/TO,0,240.0,,Transient,244.0,4551
12802,Online TA,TA/TO,0,15.0,,Transient,165.6,4552
12803,Offline TA/TO,TA/TO,0,6.0,,Transient,216.25,4553
12804,Direct,Direct,0,250.0,,Transient,234.56,4554
12805,Offline TA/TO,TA/TO,0,243.0,,Contract,104.85,4555
12808,Online TA,TA/TO,0,240.0,,Transient,152.5,4556
12809,Online TA,TA/TO,0,240.0,,Transient,290.67,4557
12814,Online TA,TA/TO,0,242.0,,Transient,183.59,4558
12815,Online TA,TA/TO,0,240.0,,Transient,183.05,4559
12816,Online TA,TA/TO,0,242.0,,Transient,182.92,4560
12817,Online TA,TA/TO,0,240.0,,Transient,186.74,4561
12818,Direct,Direct,0,250.0,,Transient,174.0,4562
12819,Direct,Direct,0,250.0,,Transient,255.0,4563
12825,Offline TA/TO,TA/TO,0,40.0,,Contract,116.5,4564
12828,Direct,Direct,0,,,Transient,156.0,4565
12829,Online TA,TA/TO,0,196.0,,Transient,255.0,4566
12831,Online TA,TA/TO,0,240.0,,Transient,188.57,4567
12832,Online TA,TA/TO,0,240.0,,Transient,201.6,4568
12834,Online TA,TA/TO,0,5.0,,Transient,199.2,4569
12835,Online TA,TA/TO,0,5.0,,Transient,183.2,4570
12840,Online TA,TA/TO,0,242.0,,Transient,137.7,4571
12841,Direct,Direct,0,250.0,,Transient,306.0,4572
12842,Online TA,TA/TO,0,240.0,,Transient,183.28,4573
12843,Online TA,TA/TO,0,240.0,,Transient,183.33,4574
12844,Online TA,TA/TO,0,240.0,,Transient,232.91,4575
12845,Online TA,TA/TO,0,240.0,,Transient,303.0,4576
12846,Online TA,TA/TO,0,241.0,,Transient,139.2,4577
12848,Online TA,TA/TO,0,5.0,,Transient,156.0,4578
12853,Corporate,Corporate,0,531.0,,Transient,135.0,4579
12854,Online TA,TA/TO,0,314.0,,Transient,142.2,4580
12855,Online TA,TA/TO,0,314.0,,Transient,209.58,4581
12856,Online TA,TA/TO,0,240.0,,Transient,153.75,4582
12859,Offline TA/TO,TA/TO,0,177.0,,Transient,158.63,4583
12860,Direct,Direct,0,,,Transient,147.9,4584
12863,Online TA,TA/TO,0,240.0,,Transient,217.5,4585
12865,Direct,Direct,0,250.0,,Transient,237.34,4586
12866,Offline TA/TO,TA/TO,0,69.0,,Transient,179.34,4587
12867,Online TA,TA/TO,0,240.0,,Transient,245.0,4588
12868,Online TA,TA/TO,0,242.0,,Transient,237.0,4589
12869,Online TA,TA/TO,0,240.0,,Transient,165.38,4590
12873,Direct,Direct,0,250.0,,Transient,278.0,4591
12874,Online TA,TA/TO,0,240.0,,Transient,172.2,4592
12877,Direct,Direct,0,250.0,,Transient,289.5,4593
12878,Direct,Direct,0,250.0,,Transient,317.0,4594
12879,Online TA,TA/TO,0,240.0,,Transient,353.0,4595
12880,Online TA,TA/TO,0,240.0,,Transient,183.75,4596
12881,Online TA,TA/TO,0,240.0,,Transient,257.0,4597
12882,Online TA,TA/TO,0,240.0,,Transient,315.0,4598
12884,Direct,Direct,0,250.0,,Transient,187.52,4599
12887,Offline TA/TO,TA/TO,0,177.0,,Transient,151.0,4600
12896,Offline TA/TO,TA/TO,0,177.0,,Transient,208.05,4601
12902,Online TA,TA/TO,0,175.0,,Transient,139.68,4602
12907,Online TA,TA/TO,0,240.0,,Transient,278.57,4603
12914,Online TA,TA/TO,0,241.0,,Transient,166.7,4604
12918,Offline TA/TO,TA/TO,0,11.0,,Transient,208.05,4605
12919,Corporate,Corporate,0,531.0,,Transient,174.0,4606
12925,Online TA,TA/TO,0,240.0,,Transient,277.0,4607
12926,Online TA,TA/TO,0,240.0,,Transient,270.71,4608
12930,Direct,Direct,0,,,Transient,140.0,4609
12931,Online TA,TA/TO,0,196.0,,Transient,225.0,4610
12932,Online TA,TA/TO,0,240.0,,Transient-Party,213.0,4611
12940,Online TA,TA/TO,0,240.0,,Transient,305.0,4612
12953,Offline TA/TO,TA/TO,0,315.0,,Contract,156.6,4613
12957,Online TA,TA/TO,0,242.0,,Transient,224.0,4614
12962,Online TA,TA/TO,0,240.0,,Transient-Party,215.33,4615
12963,Direct,Direct,0,250.0,,Transient,211.3,4616
12965,Direct,Direct,0,250.0,,Transient,190.23,4617
12968,Direct,Direct,0,250.0,,Transient,206.62,4618
12969,Online TA,TA/TO,0,241.0,,Transient,221.6,4619
12971,Online TA,TA/TO,0,242.0,,Transient,212.16,4620
12976,Online TA,TA/TO,0,241.0,,Transient,186.2,4621
12980,Online TA,TA/TO,0,242.0,,Transient,224.16,4622
12981,Online TA,TA/TO,0,240.0,,Transient-Party,245.0,4623
12983,Online TA,TA/TO,0,240.0,,Transient-Party,255.0,4624
12987,Direct,Direct,0,,,Transient,220.0,4625
12988,Online TA,TA/TO,0,241.0,,Transient,206.12,4626
12989,Online TA,TA/TO,0,240.0,,Transient,267.86,4627
12994,Online TA,TA/TO,0,240.0,,Transient,156.34,4628
12997,Corporate,Corporate,0,,113.0,Transient,135.0,4629
12999,Direct,Direct,0,250.0,,Transient,192.6,4630
13004,Offline TA/TO,TA/TO,0,40.0,,Contract,151.5,4631
13005,Online TA,TA/TO,0,242.0,,Transient,183.75,4632
13007,Online TA,TA/TO,0,240.0,,Transient,212.14,4633
13011,Direct,Direct,0,,,Transient,182.25,4634
13012,Online TA,TA/TO,0,147.0,,Transient,125.28,4635
13016,Online TA,TA/TO,0,147.0,,Transient,139.68,4636
13021,Online TA,TA/TO,0,240.0,,Transient,229.5,4637
13022,Direct,Direct,0,250.0,,Transient,279.5,4638
13023,Direct,Direct,0,250.0,,Transient,310.0,4639
13030,Direct,Direct,0,250.0,,Transient,257.0,4640
13031,Online TA,TA/TO,0,241.0,,Transient,193.6,4641
13036,Online TA,TA/TO,0,240.0,,Transient,224.44,4642
13037,Online TA,TA/TO,0,240.0,,Transient,278.0,4643
13041,Direct,Direct,0,250.0,,Transient,220.0,4644
13044,Direct,Direct,0,250.0,,Transient,237.5,4645
13047,Online TA,TA/TO,0,240.0,,Transient,363.0,4646
13054,Online TA,TA/TO,0,240.0,,Transient,155.79,4647
13059,Online TA,TA/TO,0,241.0,,Transient,178.29,4648
13062,Online TA,TA/TO,0,240.0,,Transient,219.29,4649
13063,Online TA,TA/TO,0,242.0,,Transient,204.62,4650
13065,Online TA,TA/TO,0,15.0,,Transient,242.1,4651
13066,Online TA,TA/TO,0,241.0,,Transient,229.33,4652
13067,Online TA,TA/TO,0,240.0,,Transient,266.6,4653
13069,Online TA,TA/TO,0,240.0,,Transient,171.34,4654
13071,Online TA,TA/TO,0,241.0,,Transient,206.9,4655
13075,Direct,Direct,0,250.0,,Transient,201.6,4656
13076,Direct,Direct,0,250.0,,Transient,183.6,4657
13077,Direct,Direct,0,250.0,,Transient,311.7,4658
13078,Direct,Direct,0,250.0,,Transient,197.7,4659
13080,Online TA,TA/TO,0,240.0,,Transient,294.86,4660
13083,Corporate,Corporate,0,531.0,,Transient,152.1,4661
13085,Online TA,TA/TO,0,240.0,,Transient,212.17,4662
13087,Offline TA/TO,TA/TO,0,8.0,,Transient,123.0,4663
